,Z,N,me_diff_over_std
3736,80.0,120.0,2.0
3737,80.0,121.0,3.0
3738,80.0,122.0,3.0
3739,80.0,123.0,4.0
3740,80.0,124.0,4.0
3741,80.0,125.0,4.0
3742,80.0,126.0,4.0
3743,80.0,127.0,4.0
3744,80.0,128.0,4.0
3745,80.0,129.0,3.0
3746,80.0,130.0,-1.0
3747,80.0,131.0,-3.0
3748,80.0,132.0,-2.0
3749,80.0,133.0,2.0
3750,80.0,134.0,4.0
3751,80.0,135.0,4.0
3752,80.0,136.0,4.0
3753,80.0,137.0,4.0
3754,80.0,138.0,4.0
3755,80.0,139.0,4.0
3756,80.0,140.0,2.0
3757,80.0,141.0,-4.0
3758,80.0,142.0,-4.0
3759,80.0,143.0,-4.0
3760,80.0,144.0,-4.0
3761,80.0,145.0,-4.0
3762,80.0,146.0,-4.0
3763,80.0,147.0,-4.0
3764,80.0,148.0,-4.0
3765,80.0,149.0,-4.0
3766,80.0,150.0,-4.0
3767,80.0,151.0,-4.0
3768,80.0,152.0,-4.0
3769,80.0,153.0,-4.0
3770,80.0,154.0,-4.0
3771,80.0,155.0,-4.0
3772,80.0,156.0,-4.0
3773,80.0,157.0,-4.0
3774,80.0,158.0,-4.0
3775,80.0,159.0,-4.0
3776,80.0,160.0,-4.0
3777,80.0,161.0,-4.0
3778,80.0,162.0,-4.0
3779,80.0,163.0,-4.0
3780,80.0,164.0,-4.0
3781,80.0,165.0,-4.0
3782,80.0,166.0,-4.0
3783,80.0,167.0,-4.0
3784,80.0,168.0,-4.0
3785,80.0,169.0,-1.0
3786,80.0,170.0,1.0
3787,80.0,171.0,4.0
3788,80.0,172.0,4.0
3789,80.0,173.0,4.0
3790,80.0,174.0,4.0
3791,80.0,175.0,4.0
3792,80.0,176.0,4.0
3793,80.0,177.0,4.0
3794,80.0,178.0,4.0
3795,80.0,179.0,4.0
3796,80.0,180.0,4.0
3797,80.0,181.0,4.0
3798,80.0,182.0,4.0
3799,80.0,183.0,4.0
3800,80.0,184.0,4.0
3801,81.0,101.0,3.0
3802,81.0,102.0,3.0
3803,81.0,103.0,4.0
3804,81.0,104.0,4.0
3805,81.0,105.0,4.0
3806,81.0,106.0,2.0
3807,81.0,107.0,2.0
3808,81.0,108.0,1.0
3809,81.0,109.0,2.0
3810,81.0,110.0,2.0
3811,81.0,111.0,1.0
3812,81.0,112.0,1.0
3813,81.0,113.0,2.0
3814,81.0,114.0,2.0
3815,81.0,115.0,2.0
3816,81.0,116.0,2.0
3817,81.0,117.0,3.0
3818,81.0,118.0,2.0
3819,81.0,119.0,1.0
3820,81.0,120.0,-1.0
3821,81.0,121.0,1.0
3822,81.0,122.0,1.0
3823,81.0,123.0,1.0
3824,81.0,124.0,1.0
3825,81.0,125.0,1.0
3826,81.0,126.0,2.0
3827,81.0,127.0,4.0
3828,81.0,128.0,4.0
3829,81.0,129.0,3.0
3830,81.0,130.0,1.0
3831,81.0,131.0,-2.0
3832,81.0,132.0,-3.0
3833,81.0,133.0,1.0
3834,81.0,134.0,2.0
3835,81.0,135.0,4.0
3836,81.0,136.0,3.0
3837,81.0,137.0,3.0
3838,81.0,138.0,4.0
3839,81.0,139.0,4.0
3840,81.0,140.0,2.0
3841,81.0,141.0,-1.0
3842,81.0,142.0,-2.0
3843,81.0,143.0,-2.0
3844,81.0,144.0,-3.0
3845,81.0,145.0,-3.0
3846,81.0,146.0,-3.0
3847,81.0,147.0,-3.0
3848,81.0,148.0,-3.0
3849,81.0,149.0,-3.0
3850,81.0,150.0,-3.0
3851,81.0,151.0,-3.0
3852,81.0,152.0,-3.0
3853,81.0,153.0,-3.0
3854,81.0,154.0,-3.0
3855,81.0,155.0,-3.0
3856,81.0,156.0,-3.0
3857,81.0,157.0,-2.0
3858,81.0,158.0,-2.0
3859,81.0,159.0,-2.0
3860,81.0,160.0,-2.0
3861,81.0,161.0,-2.0
3862,81.0,162.0,-2.0
3863,81.0,163.0,-2.0
3864,81.0,164.0,-1.0
3865,81.0,165.0,-1.0
3866,81.0,166.0,-1.0
3867,81.0,167.0,1.0
3868,81.0,168.0,1.0
3869,81.0,169.0,1.0
3870,81.0,170.0,2.0
3871,81.0,171.0,3.0
3872,81.0,172.0,3.0
3873,81.0,173.0,4.0
3874,81.0,174.0,4.0
3875,81.0,175.0,4.0
3876,81.0,176.0,4.0
3877,81.0,177.0,4.0
3878,81.0,178.0,4.0
3879,81.0,179.0,4.0
3880,81.0,180.0,4.0
3881,81.0,181.0,4.0
3882,81.0,182.0,4.0
3883,81.0,183.0,4.0
3884,81.0,184.0,4.0
3885,82.0,95.0,-1.0
3886,82.0,96.0,-1.0
3887,82.0,97.0,4.0
3888,82.0,98.0,4.0
3889,82.0,99.0,2.0
3890,82.0,100.0,2.0
3891,82.0,101.0,2.0
3892,82.0,102.0,1.0
3893,82.0,103.0,2.0
3894,82.0,104.0,3.0
3895,82.0,105.0,3.0
3896,82.0,106.0,2.0
3897,82.0,107.0,2.0
3898,82.0,108.0,-1.0
3899,82.0,109.0,-1.0
3900,82.0,110.0,-1.0
3901,82.0,111.0,-1.0
3902,82.0,112.0,1.0
3903,82.0,113.0,-1.0
3904,82.0,114.0,-1.0
3905,82.0,115.0,1.0
3906,82.0,116.0,-1.0
3907,82.0,117.0,2.0
3908,82.0,118.0,3.0
3909,82.0,119.0,3.0
3910,82.0,120.0,-1.0
3911,82.0,121.0,-2.0
3912,82.0,122.0,-3.0
3913,82.0,123.0,-1.0
3914,82.0,124.0,-2.0
3915,82.0,125.0,-2.0
3916,82.0,126.0,-2.0
3917,82.0,127.0,4.0
3918,82.0,128.0,4.0
3919,82.0,129.0,2.0
3920,82.0,130.0,-1.0
3921,82.0,131.0,-1.0
3922,82.0,132.0,1.0
3923,82.0,133.0,-1.0
3924,82.0,134.0,2.0
3925,82.0,135.0,4.0
3926,82.0,136.0,4.0
3927,82.0,137.0,4.0
3928,82.0,138.0,4.0
3929,82.0,139.0,4.0
3930,82.0,140.0,4.0
3931,82.0,141.0,2.0
3932,82.0,142.0,-2.0
3933,82.0,143.0,-3.0
3934,82.0,144.0,-4.0
3935,82.0,145.0,-4.0
3936,82.0,146.0,-4.0
3937,82.0,147.0,-4.0
3938,82.0,148.0,-4.0
3939,82.0,149.0,-4.0
3940,82.0,150.0,-4.0
3941,82.0,151.0,-4.0
3942,82.0,152.0,-4.0
3943,82.0,153.0,-4.0
3944,82.0,154.0,-4.0
3945,82.0,155.0,-4.0
3946,82.0,156.0,-4.0
3947,82.0,157.0,-4.0
3948,82.0,158.0,-4.0
3949,82.0,159.0,-4.0
3950,82.0,160.0,-4.0
3951,82.0,161.0,-4.0
3952,82.0,162.0,-4.0
3953,82.0,163.0,-4.0
3954,82.0,164.0,-4.0
3955,82.0,165.0,-4.0
3956,82.0,166.0,-4.0
3957,82.0,167.0,-4.0
3958,82.0,168.0,-4.0
3959,82.0,169.0,-4.0
3960,82.0,170.0,-4.0
3961,82.0,171.0,-3.0
3962,82.0,172.0,-1.0
3963,82.0,173.0,3.0
3964,82.0,174.0,4.0
3965,82.0,175.0,4.0
3966,82.0,176.0,4.0
3967,82.0,177.0,4.0
3968,82.0,178.0,4.0
3969,82.0,179.0,4.0
3970,82.0,180.0,4.0
3971,82.0,181.0,4.0
3972,82.0,182.0,4.0
3973,82.0,183.0,4.0
3974,82.0,184.0,4.0
3975,83.0,104.0,1.0
3976,83.0,105.0,1.0
3977,83.0,106.0,2.0
3978,83.0,107.0,2.0
3979,83.0,108.0,2.0
3980,83.0,109.0,2.0
3981,83.0,110.0,2.0
3982,83.0,111.0,1.0
3983,83.0,112.0,2.0
3984,83.0,113.0,2.0
3985,83.0,114.0,2.0
3986,83.0,115.0,2.0
3987,83.0,116.0,2.0
3988,83.0,117.0,2.0
3989,83.0,118.0,2.0
3990,83.0,119.0,1.0
3991,83.0,120.0,1.0
3992,83.0,121.0,2.0
3993,83.0,122.0,-2.0
3994,83.0,123.0,-1.0
3995,83.0,124.0,-1.0
3996,83.0,125.0,-1.0
3997,83.0,126.0,3.0
3998,83.0,127.0,3.0
3999,83.0,128.0,3.0
4000,83.0,129.0,2.0
4001,83.0,130.0,-1.0
4002,83.0,131.0,-3.0
4003,83.0,132.0,-2.0
4004,83.0,133.0,1.0
4005,83.0,134.0,1.0
4006,83.0,135.0,3.0
4007,83.0,136.0,4.0
4008,83.0,137.0,4.0
4009,83.0,138.0,4.0
4010,83.0,139.0,4.0
4011,83.0,140.0,4.0
4012,83.0,141.0,4.0
4013,83.0,142.0,4.0
4014,83.0,143.0,2.0
4015,83.0,144.0,-2.0
4016,83.0,145.0,-2.0
4017,83.0,146.0,-4.0
4018,83.0,147.0,-4.0
4019,83.0,148.0,-4.0
4020,83.0,149.0,-4.0
4021,83.0,150.0,-4.0
4022,83.0,151.0,-4.0
4023,83.0,152.0,-4.0
4024,83.0,153.0,-4.0
4025,83.0,154.0,-4.0
4026,83.0,155.0,-4.0
4027,83.0,156.0,-4.0
4028,83.0,157.0,-4.0
4029,83.0,158.0,-4.0
4030,83.0,159.0,-4.0
4031,83.0,160.0,-4.0
4032,83.0,161.0,-4.0
4033,83.0,162.0,-4.0
4034,83.0,163.0,-4.0
4035,83.0,164.0,-4.0
4036,83.0,165.0,-4.0
4037,83.0,166.0,-4.0
4038,83.0,167.0,-4.0
4039,83.0,168.0,-4.0
4040,83.0,169.0,-4.0
4041,83.0,170.0,-4.0
4042,83.0,171.0,-4.0
4043,83.0,172.0,-4.0
4044,83.0,173.0,1.0
4045,83.0,174.0,3.0
4046,83.0,175.0,4.0
4047,83.0,176.0,4.0
4048,83.0,177.0,4.0
4049,83.0,178.0,4.0
4050,83.0,179.0,4.0
4051,83.0,180.0,4.0
4052,83.0,181.0,4.0
4053,83.0,182.0,4.0
4054,83.0,183.0,4.0
4055,83.0,184.0,4.0
4056,84.0,101.0,4.0
4057,84.0,102.0,4.0
4058,84.0,103.0,4.0
4059,84.0,104.0,4.0
4060,84.0,105.0,4.0
4061,84.0,106.0,3.0
4062,84.0,107.0,2.0
4063,84.0,108.0,2.0
4064,84.0,109.0,3.0
4065,84.0,110.0,2.0
4066,84.0,111.0,3.0
4067,84.0,112.0,2.0
4068,84.0,113.0,2.0
4069,84.0,114.0,3.0
4070,84.0,115.0,4.0
4071,84.0,116.0,4.0
4072,84.0,117.0,3.0
4073,84.0,118.0,3.0
4074,84.0,119.0,2.0
4075,84.0,120.0,1.0
4076,84.0,121.0,1.0
4077,84.0,122.0,1.0
4078,84.0,123.0,2.0
4079,84.0,124.0,1.0
4080,84.0,125.0,2.0
4081,84.0,126.0,3.0
4082,84.0,127.0,4.0
4083,84.0,128.0,1.0
4084,84.0,129.0,-1.0
4085,84.0,130.0,-4.0
4086,84.0,131.0,2.0
4087,84.0,132.0,1.0
4088,84.0,133.0,2.0
4089,84.0,134.0,2.0
4090,84.0,135.0,3.0
4091,84.0,136.0,2.0
4092,84.0,137.0,2.0
4093,84.0,138.0,2.0
4094,84.0,139.0,3.0
4095,84.0,140.0,3.0
4096,84.0,141.0,4.0
4097,84.0,142.0,4.0
4098,84.0,143.0,4.0
4099,84.0,144.0,2.0
4100,84.0,145.0,1.0
4101,84.0,146.0,-3.0
4102,84.0,147.0,-4.0
4103,84.0,148.0,-4.0
4104,84.0,149.0,-4.0
4105,84.0,150.0,-4.0
4106,84.0,151.0,-4.0
4107,84.0,152.0,-4.0
4108,84.0,153.0,-4.0
4109,84.0,154.0,-4.0
4110,84.0,155.0,-4.0
4111,84.0,156.0,-4.0
4112,84.0,157.0,-4.0
4113,84.0,158.0,-4.0
4114,84.0,159.0,-4.0
4115,84.0,160.0,-4.0
4116,84.0,161.0,-4.0
4117,84.0,162.0,-4.0
4118,84.0,163.0,-4.0
4119,84.0,164.0,-4.0
4120,84.0,165.0,-4.0
4121,84.0,166.0,-4.0
4122,84.0,167.0,-4.0
4123,84.0,168.0,-4.0
4124,84.0,169.0,-4.0
4125,84.0,170.0,-4.0
4126,84.0,171.0,-4.0
4127,84.0,172.0,-4.0
4128,84.0,173.0,-4.0
4129,84.0,174.0,-3.0
4130,84.0,175.0,2.0
4131,84.0,176.0,4.0
4132,84.0,177.0,4.0
4133,84.0,178.0,4.0
4134,84.0,179.0,4.0
4135,84.0,180.0,4.0
4136,84.0,181.0,4.0
4137,84.0,182.0,4.0
4138,84.0,183.0,4.0
4139,84.0,184.0,4.0
4140,85.0,111.0,2.0
4141,85.0,112.0,4.0
4142,85.0,113.0,4.0
4143,85.0,114.0,3.0
4144,85.0,115.0,2.0
4145,85.0,116.0,4.0
4146,85.0,117.0,4.0
4147,85.0,118.0,4.0
4148,85.0,119.0,4.0
4149,85.0,120.0,3.0
4150,85.0,121.0,2.0
4151,85.0,122.0,2.0
4152,85.0,123.0,2.0
4153,85.0,124.0,2.0
4154,85.0,125.0,2.0
4155,85.0,126.0,4.0
4156,85.0,127.0,3.0
4157,85.0,128.0,-1.0
4158,85.0,129.0,3.0
4159,85.0,130.0,4.0
4160,85.0,131.0,4.0
4161,85.0,132.0,3.0
4162,85.0,133.0,2.0
4163,85.0,134.0,1.0
4164,85.0,135.0,2.0
4165,85.0,136.0,2.0
4166,85.0,137.0,4.0
4167,85.0,138.0,3.0
4168,85.0,139.0,4.0
4169,85.0,140.0,3.0
4170,85.0,141.0,4.0
4171,85.0,142.0,4.0
4172,85.0,143.0,4.0
4173,85.0,144.0,4.0
4174,85.0,145.0,4.0
4175,85.0,146.0,3.0
4176,85.0,147.0,2.0
4177,85.0,148.0,-2.0
4178,85.0,149.0,-3.0
4179,85.0,150.0,-4.0
4180,85.0,151.0,-4.0
4181,85.0,152.0,-4.0
4182,85.0,153.0,-4.0
4183,85.0,154.0,-4.0
4184,85.0,155.0,-4.0
4185,85.0,156.0,-4.0
4186,85.0,157.0,-4.0
4187,85.0,158.0,-4.0
4188,85.0,159.0,-4.0
4189,85.0,160.0,-4.0
4190,85.0,161.0,-4.0
4191,85.0,162.0,-4.0
4192,85.0,163.0,-4.0
4193,85.0,164.0,-4.0
4194,85.0,165.0,-4.0
4195,85.0,166.0,-4.0
4196,85.0,167.0,-4.0
4197,85.0,168.0,-4.0
4198,85.0,169.0,-4.0
4199,85.0,170.0,-4.0
4200,85.0,171.0,-4.0
4201,85.0,172.0,-4.0
4202,85.0,173.0,-4.0
4203,85.0,174.0,-4.0
4204,85.0,175.0,-1.0
4205,85.0,176.0,1.0
4206,85.0,177.0,4.0
4207,85.0,178.0,4.0
4208,85.0,179.0,4.0
4209,85.0,180.0,4.0
4210,85.0,181.0,4.0
4211,85.0,182.0,4.0
4212,85.0,183.0,4.0
4213,85.0,184.0,4.0
4214,86.0,104.0,4.0
4215,86.0,105.0,4.0
4216,86.0,106.0,4.0
4217,86.0,107.0,4.0
4218,86.0,108.0,4.0
4219,86.0,109.0,4.0
4220,86.0,110.0,3.0
4221,86.0,111.0,2.0
4222,86.0,112.0,2.0
4223,86.0,113.0,2.0
4224,86.0,114.0,1.0
4225,86.0,115.0,2.0
4226,86.0,116.0,4.0
4227,86.0,117.0,3.0
4228,86.0,118.0,4.0
4229,86.0,119.0,4.0
4230,86.0,120.0,4.0
4231,86.0,121.0,3.0
4232,86.0,122.0,2.0
4233,86.0,123.0,3.0
4234,86.0,124.0,2.0
4235,86.0,125.0,1.0
4236,86.0,126.0,3.0
4237,86.0,127.0,-1.0
4238,86.0,128.0,-4.0
4239,86.0,129.0,4.0
4240,86.0,130.0,4.0
4241,86.0,131.0,4.0
4242,86.0,132.0,3.0
4243,86.0,133.0,1.0
4244,86.0,134.0,-1.0
4245,86.0,135.0,1.0
4246,86.0,136.0,-1.0
4247,86.0,137.0,2.0
4248,86.0,138.0,2.0
4249,86.0,139.0,4.0
4250,86.0,140.0,2.0
4251,86.0,141.0,3.0
4252,86.0,142.0,3.0
4253,86.0,143.0,4.0
4254,86.0,144.0,3.0
4255,86.0,145.0,4.0
4256,86.0,146.0,4.0
4257,86.0,147.0,4.0
4258,86.0,148.0,1.0
4259,86.0,149.0,-1.0
4260,86.0,150.0,-4.0
4261,86.0,151.0,-4.0
4262,86.0,152.0,-4.0
4263,86.0,153.0,-4.0
4264,86.0,154.0,-4.0
4265,86.0,155.0,-4.0
4266,86.0,156.0,-4.0
4267,86.0,157.0,-4.0
4268,86.0,158.0,-4.0
4269,86.0,159.0,-4.0
4270,86.0,160.0,-4.0
4271,86.0,161.0,-4.0
4272,86.0,162.0,-4.0
4273,86.0,163.0,-4.0
4274,86.0,164.0,-4.0
4275,86.0,165.0,-4.0
4276,86.0,166.0,-4.0
4277,86.0,167.0,-4.0
4278,86.0,168.0,-4.0
4279,86.0,169.0,-4.0
4280,86.0,170.0,-4.0
4281,86.0,171.0,-4.0
4282,86.0,172.0,-4.0
4283,86.0,173.0,-4.0
4284,86.0,174.0,-4.0
4285,86.0,175.0,-4.0
4286,86.0,176.0,-4.0
4287,86.0,177.0,1.0
4288,86.0,178.0,2.0
4289,86.0,179.0,4.0
4290,86.0,180.0,4.0
4291,86.0,181.0,4.0
4292,86.0,182.0,4.0
4293,86.0,183.0,4.0
4294,86.0,184.0,4.0
4295,87.0,115.0,2.0
4296,87.0,116.0,2.0
4297,87.0,117.0,2.0
4298,87.0,118.0,1.0
4299,87.0,119.0,1.0
4300,87.0,120.0,4.0
4301,87.0,121.0,4.0
4302,87.0,122.0,4.0
4303,87.0,123.0,4.0
4304,87.0,124.0,3.0
4305,87.0,125.0,2.0
4306,87.0,126.0,3.0
4307,87.0,127.0,2.0
4308,87.0,128.0,2.0
4309,87.0,129.0,4.0
4310,87.0,130.0,4.0
4311,87.0,131.0,3.0
4312,87.0,132.0,2.0
4313,87.0,133.0,4.0
4314,87.0,134.0,3.0
4315,87.0,135.0,4.0
4316,87.0,136.0,2.0
4317,87.0,137.0,3.0
4318,87.0,138.0,2.0
4319,87.0,139.0,4.0
4320,87.0,140.0,3.0
4321,87.0,141.0,4.0
4322,87.0,142.0,3.0
4323,87.0,143.0,4.0
4324,87.0,144.0,3.0
4325,87.0,145.0,4.0
4326,87.0,146.0,4.0
4327,87.0,147.0,4.0
4328,87.0,148.0,4.0
4329,87.0,149.0,4.0
4330,87.0,150.0,2.0
4331,87.0,151.0,1.0
4332,87.0,152.0,-3.0
4333,87.0,153.0,-3.0
4334,87.0,154.0,-4.0
4335,87.0,155.0,-4.0
4336,87.0,156.0,-4.0
4337,87.0,157.0,-4.0
4338,87.0,158.0,-4.0
4339,87.0,159.0,-4.0
4340,87.0,160.0,-4.0
4341,87.0,161.0,-4.0
4342,87.0,162.0,-4.0
4343,87.0,163.0,-4.0
4344,87.0,164.0,-4.0
4345,87.0,165.0,-4.0
4346,87.0,166.0,-4.0
4347,87.0,167.0,-4.0
4348,87.0,168.0,-4.0
4349,87.0,169.0,-4.0
4350,87.0,170.0,-4.0
4351,87.0,171.0,-4.0
4352,87.0,172.0,-4.0
4353,87.0,173.0,-4.0
4354,87.0,174.0,-4.0
4355,87.0,175.0,-4.0
4356,87.0,176.0,-4.0
4357,87.0,177.0,-1.0
4358,87.0,178.0,1.0
4359,87.0,179.0,4.0
4360,87.0,180.0,4.0
4361,87.0,181.0,4.0
4362,87.0,182.0,4.0
4363,87.0,183.0,4.0
4364,87.0,184.0,4.0
4365,88.0,107.0,4.0
4366,88.0,108.0,4.0
4367,88.0,109.0,4.0
4368,88.0,110.0,4.0
4369,88.0,111.0,4.0
4370,88.0,112.0,4.0
4371,88.0,113.0,4.0
4372,88.0,114.0,3.0
4373,88.0,115.0,3.0
4374,88.0,116.0,2.0
4375,88.0,117.0,3.0
4376,88.0,118.0,2.0
4377,88.0,119.0,1.0
4378,88.0,120.0,1.0
4379,88.0,121.0,1.0
4380,88.0,122.0,1.0
4381,88.0,123.0,2.0
4382,88.0,124.0,2.0
4383,88.0,125.0,1.0
4384,88.0,126.0,2.0
4385,88.0,127.0,3.0
4386,88.0,128.0,3.0
4387,88.0,129.0,4.0
4388,88.0,130.0,2.0
4389,88.0,131.0,2.0
4390,88.0,132.0,1.0
4391,88.0,133.0,3.0
4392,88.0,134.0,2.0
4393,88.0,135.0,4.0
4394,88.0,136.0,2.0
4395,88.0,137.0,2.0
4396,88.0,138.0,1.0
4397,88.0,139.0,2.0
4398,88.0,140.0,1.0
4399,88.0,141.0,2.0
4400,88.0,142.0,2.0
4401,88.0,143.0,2.0
4402,88.0,144.0,2.0
4403,88.0,145.0,3.0
4404,88.0,146.0,2.0
4405,88.0,147.0,3.0
4406,88.0,148.0,3.0
4407,88.0,149.0,4.0
4408,88.0,150.0,4.0
4409,88.0,151.0,4.0
4410,88.0,152.0,2.0
4411,88.0,153.0,1.0
4412,88.0,154.0,-2.0
4413,88.0,155.0,-2.0
4414,88.0,156.0,-4.0
4415,88.0,157.0,-4.0
4416,88.0,158.0,-4.0
4417,88.0,159.0,-4.0
4418,88.0,160.0,-4.0
4419,88.0,161.0,-4.0
4420,88.0,162.0,-4.0
4421,88.0,163.0,-4.0
4422,88.0,164.0,-4.0
4423,88.0,165.0,-4.0
4424,88.0,166.0,-4.0
4425,88.0,167.0,-4.0
4426,88.0,168.0,-4.0
4427,88.0,169.0,-4.0
4428,88.0,170.0,-4.0
4429,88.0,171.0,-4.0
4430,88.0,172.0,-4.0
4431,88.0,173.0,-4.0
4432,88.0,174.0,-4.0
4433,88.0,175.0,-4.0
4434,88.0,176.0,-4.0
4435,88.0,177.0,-4.0
4436,88.0,178.0,-2.0
4437,88.0,179.0,1.0
4438,88.0,180.0,2.0
4439,88.0,181.0,4.0
4440,88.0,182.0,4.0
4441,88.0,183.0,4.0
4442,88.0,184.0,4.0
4443,89.0,119.0,3.0
4444,89.0,120.0,3.0
4445,89.0,121.0,3.0
4446,89.0,122.0,2.0
4447,89.0,123.0,3.0
4448,89.0,124.0,4.0
4449,89.0,125.0,4.0
4450,89.0,126.0,4.0
4451,89.0,127.0,4.0
4452,89.0,128.0,3.0
4453,89.0,129.0,4.0
4454,89.0,130.0,3.0
4455,89.0,131.0,4.0
4456,89.0,132.0,2.0
4457,89.0,133.0,4.0
4458,89.0,134.0,3.0
4459,89.0,135.0,4.0
4460,89.0,136.0,3.0
4461,89.0,137.0,4.0
4462,89.0,138.0,2.0
4463,89.0,139.0,3.0
4464,89.0,140.0,2.0
4465,89.0,141.0,3.0
4466,89.0,142.0,2.0
4467,89.0,143.0,3.0
4468,89.0,144.0,3.0
4469,89.0,145.0,4.0
4470,89.0,146.0,3.0
4471,89.0,147.0,4.0
4472,89.0,148.0,4.0
4473,89.0,149.0,4.0
4474,89.0,150.0,4.0
4475,89.0,151.0,4.0
4476,89.0,152.0,4.0
4477,89.0,153.0,4.0
4478,89.0,154.0,4.0
4479,89.0,155.0,4.0
4480,89.0,156.0,2.0
4481,89.0,157.0,2.0
4482,89.0,158.0,-1.0
4483,89.0,159.0,-2.0
4484,89.0,160.0,-4.0
4485,89.0,161.0,-4.0
4486,89.0,162.0,-4.0
4487,89.0,163.0,-4.0
4488,89.0,164.0,-4.0
4489,89.0,165.0,-4.0
4490,89.0,166.0,-4.0
4491,89.0,167.0,-4.0
4492,89.0,168.0,-4.0
4493,89.0,169.0,-4.0
4494,89.0,170.0,-4.0
4495,89.0,171.0,-4.0
4496,89.0,172.0,-4.0
4497,89.0,173.0,-4.0
4498,89.0,174.0,-4.0
4499,89.0,175.0,-4.0
4500,89.0,176.0,-4.0
4501,89.0,177.0,-4.0
4502,89.0,178.0,-4.0
4503,89.0,179.0,-1.0
4504,89.0,180.0,1.0
4505,89.0,181.0,3.0
4506,89.0,182.0,4.0
4507,89.0,183.0,4.0
4508,89.0,184.0,4.0
4509,90.0,110.0,4.0
4510,90.0,111.0,4.0
4511,90.0,112.0,4.0
4512,90.0,113.0,4.0
4513,90.0,114.0,4.0
4514,90.0,115.0,4.0
4515,90.0,116.0,4.0
4516,90.0,117.0,4.0
4517,90.0,118.0,4.0
4518,90.0,119.0,3.0
4519,90.0,120.0,3.0
4520,90.0,121.0,4.0
4521,90.0,122.0,3.0
4522,90.0,123.0,3.0
4523,90.0,124.0,2.0
4524,90.0,125.0,-1.0
4525,90.0,126.0,2.0
4526,90.0,127.0,3.0
4527,90.0,128.0,2.0
4528,90.0,129.0,4.0
4529,90.0,130.0,4.0
4530,90.0,131.0,4.0
4531,90.0,132.0,2.0
4532,90.0,133.0,3.0
4533,90.0,134.0,1.0
4534,90.0,135.0,2.0
4535,90.0,136.0,1.0
4536,90.0,137.0,2.0
4537,90.0,138.0,2.0
4538,90.0,139.0,3.0
4539,90.0,140.0,1.0
4540,90.0,141.0,2.0
4541,90.0,142.0,1.0
4542,90.0,143.0,1.0
4543,90.0,144.0,2.0
4544,90.0,145.0,3.0
4545,90.0,146.0,3.0
4546,90.0,147.0,3.0
4547,90.0,148.0,3.0
4548,90.0,149.0,4.0
4549,90.0,150.0,3.0
4550,90.0,151.0,4.0
4551,90.0,152.0,4.0
4552,90.0,153.0,4.0
4553,90.0,154.0,4.0
4554,90.0,155.0,4.0
4555,90.0,156.0,4.0
4556,90.0,157.0,4.0
4557,90.0,158.0,3.0
4558,90.0,159.0,2.0
4559,90.0,160.0,-1.0
4560,90.0,161.0,-1.0
4561,90.0,162.0,-3.0
4562,90.0,163.0,-4.0
4563,90.0,164.0,-4.0
4564,90.0,165.0,-4.0
4565,90.0,166.0,-4.0
4566,90.0,167.0,-4.0
4567,90.0,168.0,-4.0
4568,90.0,169.0,-4.0
4569,90.0,170.0,-4.0
4570,90.0,171.0,-4.0
4571,90.0,172.0,-4.0
4572,90.0,173.0,-4.0
4573,90.0,174.0,-4.0
4574,90.0,175.0,-4.0
4575,90.0,176.0,-4.0
4576,90.0,177.0,-4.0
4577,90.0,178.0,-4.0
4578,90.0,179.0,-4.0
4579,90.0,180.0,-3.0
4580,90.0,181.0,-1.0
4581,90.0,182.0,2.0
4582,90.0,183.0,4.0
4583,90.0,184.0,4.0
4584,91.0,122.0,3.0
4585,91.0,123.0,4.0
4586,91.0,124.0,2.0
4587,91.0,125.0,2.0
4588,91.0,126.0,3.0
4589,91.0,127.0,4.0
4590,91.0,128.0,4.0
4591,91.0,129.0,4.0
4592,91.0,130.0,4.0
4593,91.0,131.0,4.0
4594,91.0,132.0,3.0
4595,91.0,133.0,4.0
