,Z,N,me_diff_over_std
0,8.0,8.0,-4.0
1,8.0,9.0,-4.0
2,8.0,10.0,-4.0
3,8.0,11.0,4.0
4,8.0,12.0,4.0
5,8.0,13.0,4.0
6,8.0,14.0,4.0
7,8.0,15.0,4.0
8,8.0,16.0,4.0
9,9.0,8.0,-4.0
10,9.0,9.0,-4.0
11,9.0,10.0,-4.0
12,9.0,11.0,-4.0
13,9.0,12.0,4.0
14,9.0,13.0,4.0
15,9.0,14.0,4.0
16,9.0,15.0,-4.0
17,9.0,16.0,-4.0
18,10.0,8.0,-4.0
19,10.0,9.0,-4.0
20,10.0,10.0,-4.0
21,10.0,11.0,-4.0
22,10.0,12.0,-4.0
23,10.0,13.0,4.0
24,10.0,14.0,4.0
25,10.0,15.0,4.0
26,10.0,16.0,4.0
27,10.0,17.0,2.0
28,10.0,18.0,4.0
29,10.0,19.0,4.0
30,10.0,20.0,4.0
31,11.0,8.0,4.0
32,11.0,9.0,-4.0
33,11.0,10.0,-4.0
34,11.0,11.0,-4.0
35,11.0,12.0,-4.0
36,11.0,13.0,-4.0
37,11.0,14.0,4.0
38,11.0,15.0,4.0
39,11.0,16.0,4.0
40,11.0,17.0,4.0
41,11.0,18.0,4.0
42,11.0,19.0,4.0
43,11.0,20.0,4.0
44,11.0,21.0,4.0
45,11.0,22.0,4.0
46,12.0,8.0,4.0
47,12.0,9.0,-1.0
48,12.0,10.0,-4.0
49,12.0,11.0,-4.0
50,12.0,12.0,-4.0
51,12.0,13.0,-4.0
52,12.0,14.0,-4.0
53,12.0,15.0,-4.0
54,12.0,16.0,3.0
55,12.0,17.0,4.0
56,12.0,18.0,4.0
57,12.0,19.0,4.0
58,12.0,20.0,4.0
59,12.0,21.0,4.0
60,12.0,22.0,4.0
61,12.0,23.0,4.0
62,12.0,24.0,4.0
63,13.0,11.0,-4.0
64,13.0,12.0,-4.0
65,13.0,13.0,-4.0
66,13.0,14.0,-4.0
67,13.0,15.0,-4.0
68,13.0,16.0,4.0
69,13.0,17.0,4.0
70,13.0,18.0,4.0
71,13.0,19.0,4.0
72,13.0,20.0,4.0
73,13.0,21.0,1.0
74,13.0,22.0,-4.0
75,13.0,23.0,-4.0
76,13.0,24.0,4.0
77,13.0,25.0,4.0
78,13.0,26.0,4.0
79,14.0,8.0,4.0
80,14.0,9.0,4.0
81,14.0,10.0,4.0
82,14.0,11.0,-4.0
83,14.0,12.0,-4.0
84,14.0,13.0,-4.0
85,14.0,14.0,-4.0
86,14.0,15.0,-4.0
87,14.0,16.0,-4.0
88,14.0,17.0,-4.0
89,14.0,18.0,-4.0
90,14.0,19.0,4.0
91,14.0,20.0,4.0
92,14.0,21.0,4.0
93,14.0,22.0,4.0
94,14.0,23.0,-4.0
95,14.0,24.0,1.0
96,14.0,25.0,4.0
97,14.0,26.0,4.0
98,14.0,27.0,4.0
99,14.0,28.0,4.0
100,14.0,29.0,4.0
101,14.0,30.0,4.0
102,15.0,12.0,-4.0
103,15.0,13.0,-4.0
104,15.0,14.0,-4.0
105,15.0,15.0,-4.0
106,15.0,16.0,-4.0
107,15.0,17.0,-4.0
108,15.0,18.0,-4.0
109,15.0,19.0,-3.0
110,15.0,20.0,-4.0
111,15.0,21.0,3.0
112,15.0,22.0,4.0
113,15.0,23.0,4.0
114,15.0,24.0,-4.0
115,15.0,25.0,-4.0
116,15.0,26.0,3.0
117,15.0,27.0,-1.0
118,15.0,28.0,4.0
119,15.0,29.0,4.0
120,15.0,30.0,4.0
121,15.0,31.0,4.0
122,15.0,32.0,4.0
123,16.0,10.0,4.0
124,16.0,11.0,4.0
125,16.0,12.0,4.0
126,16.0,13.0,-4.0
127,16.0,14.0,-4.0
128,16.0,15.0,-4.0
129,16.0,16.0,-4.0
130,16.0,17.0,-4.0
131,16.0,18.0,-4.0
132,16.0,19.0,-4.0
133,16.0,20.0,-4.0
134,16.0,21.0,4.0
135,16.0,22.0,4.0
136,16.0,23.0,4.0
137,16.0,24.0,3.0
138,16.0,25.0,4.0
139,16.0,26.0,4.0
140,16.0,27.0,4.0
141,16.0,28.0,4.0
142,16.0,29.0,4.0
143,16.0,30.0,4.0
144,16.0,31.0,4.0
145,16.0,32.0,4.0
146,17.0,15.0,-4.0
147,17.0,16.0,-4.0
148,17.0,17.0,-4.0
149,17.0,18.0,-4.0
150,17.0,19.0,-4.0
151,17.0,20.0,4.0
152,17.0,21.0,4.0
153,17.0,22.0,4.0
154,17.0,23.0,4.0
155,17.0,24.0,-3.0
156,17.0,25.0,4.0
157,17.0,26.0,4.0
158,17.0,27.0,4.0
159,17.0,28.0,4.0
160,17.0,29.0,4.0
161,17.0,30.0,4.0
162,17.0,31.0,4.0
163,17.0,32.0,4.0
164,17.0,33.0,4.0
165,17.0,34.0,4.0
166,18.0,12.0,4.0
167,18.0,13.0,4.0
168,18.0,14.0,4.0
169,18.0,15.0,-4.0
170,18.0,16.0,-4.0
171,18.0,17.0,-4.0
172,18.0,18.0,-4.0
173,18.0,19.0,-4.0
174,18.0,20.0,-4.0
175,18.0,21.0,1.0
176,18.0,22.0,4.0
177,18.0,23.0,4.0
178,18.0,24.0,-2.0
179,18.0,25.0,4.0
180,18.0,26.0,1.0
181,18.0,27.0,2.0
182,18.0,28.0,4.0
183,18.0,29.0,4.0
184,18.0,30.0,4.0
185,18.0,31.0,4.0
186,18.0,32.0,4.0
187,18.0,33.0,4.0
188,18.0,34.0,4.0
189,18.0,35.0,4.0
190,18.0,36.0,4.0
191,19.0,17.0,-4.0
192,19.0,18.0,-4.0
193,19.0,19.0,-4.0
194,19.0,20.0,-4.0
195,19.0,21.0,-4.0
196,19.0,22.0,4.0
197,19.0,23.0,4.0
198,19.0,24.0,4.0
199,19.0,25.0,4.0
200,19.0,26.0,3.0
201,19.0,27.0,-4.0
202,19.0,28.0,-1.0
203,19.0,29.0,-4.0
204,19.0,30.0,4.0
205,19.0,31.0,4.0
206,19.0,32.0,4.0
207,19.0,33.0,4.0
208,19.0,34.0,4.0
209,19.0,35.0,4.0
210,19.0,36.0,4.0
211,19.0,37.0,4.0
212,19.0,38.0,4.0
213,20.0,14.0,4.0
214,20.0,15.0,4.0
215,20.0,16.0,4.0
216,20.0,17.0,-4.0
217,20.0,18.0,-4.0
218,20.0,19.0,-4.0
219,20.0,20.0,-4.0
220,20.0,21.0,-4.0
221,20.0,22.0,4.0
222,20.0,23.0,4.0
223,20.0,24.0,-1.0
224,20.0,25.0,4.0
225,20.0,26.0,4.0
226,20.0,27.0,4.0
227,20.0,28.0,-4.0
228,20.0,29.0,-4.0
229,20.0,30.0,-1.0
230,20.0,31.0,4.0
231,20.0,32.0,4.0
232,20.0,33.0,4.0
233,20.0,34.0,4.0
234,20.0,35.0,4.0
235,20.0,36.0,4.0
236,20.0,37.0,4.0
237,20.0,38.0,4.0
238,20.0,39.0,4.0
239,20.0,40.0,4.0
240,20.0,41.0,4.0
241,20.0,42.0,4.0
242,21.0,20.0,-4.0
243,21.0,21.0,-4.0
244,21.0,22.0,-4.0
245,21.0,23.0,4.0
246,21.0,24.0,4.0
247,21.0,25.0,3.0
248,21.0,26.0,4.0
249,21.0,27.0,4.0
250,21.0,28.0,4.0
251,21.0,29.0,-4.0
252,21.0,30.0,-3.0
253,21.0,31.0,-4.0
254,21.0,32.0,4.0
255,21.0,33.0,4.0
256,21.0,34.0,4.0
257,21.0,35.0,4.0
258,21.0,36.0,4.0
259,21.0,37.0,4.0
260,21.0,38.0,4.0
261,21.0,39.0,4.0
262,21.0,40.0,4.0
263,21.0,41.0,4.0
264,21.0,42.0,4.0
265,21.0,43.0,4.0
266,21.0,44.0,4.0
267,22.0,16.0,4.0
268,22.0,17.0,4.0
269,22.0,18.0,4.0
270,22.0,19.0,4.0
271,22.0,20.0,-4.0
272,22.0,21.0,-4.0
273,22.0,22.0,-4.0
274,22.0,23.0,-4.0
275,22.0,24.0,-4.0
276,22.0,25.0,4.0
277,22.0,26.0,-4.0
278,22.0,27.0,-3.0
279,22.0,28.0,1.0
280,22.0,29.0,4.0
281,22.0,30.0,4.0
282,22.0,31.0,1.0
283,22.0,32.0,4.0
284,22.0,33.0,4.0
285,22.0,34.0,4.0
286,22.0,35.0,4.0
287,22.0,36.0,3.0
288,22.0,37.0,4.0
289,22.0,38.0,4.0
290,22.0,39.0,4.0
291,22.0,40.0,4.0
292,22.0,41.0,4.0
293,22.0,42.0,4.0
294,22.0,43.0,4.0
295,22.0,44.0,4.0
296,23.0,20.0,4.0
297,23.0,21.0,-4.0
298,23.0,22.0,-4.0
299,23.0,23.0,-4.0
300,23.0,24.0,4.0
301,23.0,25.0,4.0
302,23.0,26.0,4.0
303,23.0,27.0,1.0
304,23.0,28.0,1.0
305,23.0,29.0,2.0
306,23.0,30.0,4.0
307,23.0,31.0,4.0
308,23.0,32.0,4.0
309,23.0,33.0,4.0
310,23.0,34.0,4.0
311,23.0,35.0,4.0
312,23.0,36.0,4.0
313,23.0,37.0,3.0
314,23.0,38.0,4.0
315,23.0,39.0,4.0
316,23.0,40.0,4.0
317,23.0,41.0,4.0
318,23.0,42.0,4.0
319,23.0,43.0,4.0
320,23.0,44.0,4.0
321,23.0,45.0,4.0
322,23.0,46.0,4.0
323,23.0,47.0,4.0
324,23.0,48.0,4.0
325,23.0,49.0,4.0
326,23.0,50.0,4.0
327,23.0,51.0,4.0
328,23.0,52.0,4.0
329,24.0,17.0,4.0
330,24.0,18.0,4.0
331,24.0,19.0,4.0
332,24.0,20.0,4.0
333,24.0,21.0,2.0
334,24.0,22.0,-4.0
335,24.0,23.0,-4.0
336,24.0,24.0,-4.0
337,24.0,25.0,4.0
338,24.0,26.0,-4.0
339,24.0,27.0,-3.0
340,24.0,28.0,-4.0
341,24.0,29.0,-4.0
342,24.0,30.0,-4.0
343,24.0,31.0,4.0
344,24.0,32.0,3.0
345,24.0,33.0,2.0
346,24.0,34.0,-1.0
347,24.0,35.0,4.0
348,24.0,36.0,-1.0
349,24.0,37.0,-4.0
350,24.0,38.0,-4.0
351,24.0,39.0,-4.0
352,24.0,40.0,-2.0
353,24.0,41.0,4.0
354,24.0,42.0,4.0
355,24.0,43.0,4.0
356,24.0,44.0,4.0
357,24.0,45.0,4.0
358,24.0,46.0,4.0
359,24.0,47.0,4.0
360,24.0,48.0,4.0
361,24.0,49.0,4.0
362,24.0,50.0,4.0
363,25.0,23.0,-4.0
364,25.0,24.0,-4.0
365,25.0,25.0,-4.0
366,25.0,26.0,4.0
367,25.0,27.0,1.0
368,25.0,28.0,1.0
369,25.0,29.0,-4.0
370,25.0,30.0,-4.0
371,25.0,31.0,1.0
372,25.0,32.0,4.0
373,25.0,33.0,4.0
374,25.0,34.0,4.0
375,25.0,35.0,4.0
376,25.0,36.0,4.0
377,25.0,37.0,4.0
378,25.0,38.0,-4.0
379,25.0,39.0,-4.0
380,25.0,40.0,-4.0
381,25.0,41.0,-4.0
382,25.0,42.0,3.0
383,25.0,43.0,4.0
384,25.0,44.0,4.0
385,25.0,45.0,4.0
386,25.0,46.0,4.0
387,25.0,47.0,4.0
388,25.0,48.0,4.0
389,25.0,49.0,4.0
390,25.0,50.0,4.0
391,25.0,51.0,4.0
392,25.0,52.0,4.0
393,25.0,53.0,4.0
394,25.0,54.0,4.0
395,26.0,19.0,4.0
396,26.0,20.0,4.0
397,26.0,21.0,4.0
398,26.0,22.0,4.0
399,26.0,23.0,-4.0
400,26.0,24.0,-4.0
401,26.0,25.0,-4.0
402,26.0,26.0,-4.0
403,26.0,27.0,-4.0
404,26.0,28.0,-3.0
405,26.0,29.0,-4.0
406,26.0,30.0,-4.0
407,26.0,31.0,-4.0
408,26.0,32.0,-4.0
409,26.0,33.0,-2.0
410,26.0,34.0,4.0
411,26.0,35.0,4.0
412,26.0,36.0,-1.0
413,26.0,37.0,2.0
414,26.0,38.0,4.0
415,26.0,39.0,-4.0
416,26.0,40.0,-4.0
417,26.0,41.0,-4.0
418,26.0,42.0,-4.0
419,26.0,43.0,-1.0
420,26.0,44.0,4.0
421,26.0,45.0,4.0
422,26.0,46.0,4.0
423,26.0,47.0,4.0
424,26.0,48.0,4.0
425,26.0,49.0,4.0
426,26.0,50.0,4.0
427,26.0,51.0,4.0
428,26.0,52.0,4.0
429,26.0,53.0,4.0
430,26.0,54.0,4.0
431,27.0,25.0,-4.0
432,27.0,26.0,-4.0
433,27.0,27.0,-4.0
434,27.0,28.0,-4.0
435,27.0,29.0,-1.0
436,27.0,30.0,2.0
437,27.0,31.0,-1.0
438,27.0,32.0,-2.0
439,27.0,33.0,1.0
440,27.0,34.0,2.0
441,27.0,35.0,4.0
442,27.0,36.0,4.0
443,27.0,37.0,4.0
444,27.0,38.0,2.0
445,27.0,39.0,4.0
446,27.0,40.0,3.0
447,27.0,41.0,-4.0
448,27.0,42.0,-4.0
449,27.0,43.0,-3.0
450,27.0,44.0,-2.0
451,27.0,45.0,2.0
452,27.0,46.0,4.0
453,27.0,47.0,4.0
454,27.0,48.0,4.0
455,27.0,49.0,4.0
456,27.0,50.0,4.0
457,27.0,51.0,4.0
458,27.0,52.0,4.0
459,27.0,53.0,4.0
460,27.0,54.0,4.0
461,27.0,55.0,4.0
462,27.0,56.0,4.0
463,28.0,20.0,4.0
464,28.0,21.0,4.0
465,28.0,22.0,4.0
466,28.0,23.0,4.0
467,28.0,24.0,4.0
468,28.0,25.0,-2.0
469,28.0,26.0,-4.0
470,28.0,27.0,-4.0
471,28.0,28.0,-4.0
472,28.0,29.0,-4.0
473,28.0,30.0,-2.0
474,28.0,31.0,-1.0
475,28.0,32.0,1.0
476,28.0,33.0,-2.0
477,28.0,34.0,-4.0
478,28.0,35.0,-1.0
479,28.0,36.0,-2.0
480,28.0,37.0,3.0
481,28.0,38.0,-1.0
482,28.0,39.0,-4.0
483,28.0,40.0,-4.0
484,28.0,41.0,-1.0
485,28.0,42.0,-1.0
486,28.0,43.0,1.0
487,28.0,44.0,-4.0
488,28.0,45.0,-1.0
489,28.0,46.0,-2.0
490,28.0,47.0,4.0
491,28.0,48.0,4.0
492,28.0,49.0,4.0
493,28.0,50.0,4.0
494,28.0,51.0,4.0
495,28.0,52.0,4.0
496,28.0,53.0,4.0
497,28.0,54.0,4.0
498,28.0,55.0,4.0
499,28.0,56.0,4.0
500,28.0,57.0,4.0
501,28.0,58.0,4.0
502,29.0,27.0,-4.0
503,29.0,28.0,-4.0
504,29.0,29.0,-4.0
505,29.0,30.0,4.0
506,29.0,31.0,3.0
507,29.0,32.0,2.0
508,29.0,33.0,3.0
509,29.0,34.0,4.0
510,29.0,35.0,4.0
511,29.0,36.0,1.0
512,29.0,37.0,2.0
513,29.0,38.0,-4.0
514,29.0,39.0,1.0
515,29.0,40.0,2.0
516,29.0,41.0,3.0
517,29.0,42.0,-4.0
518,29.0,43.0,3.0
519,29.0,44.0,2.0
520,29.0,45.0,1.0
521,29.0,46.0,-1.0
522,29.0,47.0,2.0
523,29.0,48.0,1.0
524,29.0,49.0,3.0
525,29.0,50.0,4.0
526,29.0,51.0,4.0
527,29.0,52.0,4.0
528,29.0,53.0,4.0
529,29.0,54.0,4.0
530,29.0,55.0,4.0
531,29.0,56.0,4.0
532,29.0,57.0,4.0
533,29.0,58.0,4.0
534,29.0,59.0,4.0
535,29.0,60.0,4.0
536,30.0,24.0,4.0
537,30.0,25.0,4.0
538,30.0,26.0,4.0
539,30.0,27.0,4.0
540,30.0,28.0,-4.0
541,30.0,29.0,-4.0
542,30.0,30.0,-4.0
543,30.0,31.0,4.0
544,30.0,32.0,3.0
545,30.0,33.0,1.0
546,30.0,34.0,1.0
547,30.0,35.0,4.0
548,30.0,36.0,4.0
549,30.0,37.0,4.0
550,30.0,38.0,-4.0
551,30.0,39.0,-3.0
552,30.0,40.0,-4.0
553,30.0,41.0,4.0
554,30.0,42.0,4.0
555,30.0,43.0,3.0
556,30.0,44.0,1.0
557,30.0,45.0,4.0
558,30.0,46.0,3.0
559,30.0,47.0,4.0
560,30.0,48.0,4.0
561,30.0,49.0,4.0
562,30.0,50.0,4.0
563,30.0,51.0,4.0
564,30.0,52.0,4.0
565,30.0,53.0,4.0
566,30.0,54.0,4.0
567,30.0,55.0,4.0
568,30.0,56.0,4.0
569,30.0,57.0,4.0
570,30.0,58.0,4.0
571,30.0,59.0,4.0
572,30.0,60.0,4.0
573,30.0,61.0,4.0
574,30.0,62.0,4.0
575,31.0,30.0,-4.0
576,31.0,31.0,4.0
577,31.0,32.0,4.0
578,31.0,33.0,4.0
579,31.0,34.0,4.0
580,31.0,35.0,4.0
581,31.0,36.0,4.0
582,31.0,37.0,4.0
583,31.0,38.0,4.0
584,31.0,39.0,2.0
585,31.0,40.0,-2.0
586,31.0,41.0,3.0
587,31.0,42.0,3.0
588,31.0,43.0,4.0
589,31.0,44.0,4.0
590,31.0,45.0,4.0
591,31.0,46.0,4.0
592,31.0,47.0,4.0
593,31.0,48.0,4.0
594,31.0,49.0,4.0
595,31.0,50.0,4.0
596,31.0,51.0,4.0
597,31.0,52.0,4.0
598,31.0,53.0,4.0
599,31.0,54.0,4.0
600,31.0,55.0,4.0
601,31.0,56.0,4.0
602,31.0,57.0,4.0
603,31.0,58.0,4.0
604,31.0,59.0,4.0
605,31.0,60.0,4.0
606,31.0,61.0,4.0
607,31.0,62.0,4.0
608,31.0,63.0,4.0
609,31.0,64.0,4.0
610,32.0,26.0,4.0
611,32.0,27.0,4.0
612,32.0,28.0,4.0
613,32.0,29.0,4.0
614,32.0,30.0,4.0
615,32.0,31.0,4.0
616,32.0,32.0,4.0
617,32.0,33.0,4.0
618,32.0,34.0,4.0
619,32.0,35.0,4.0
620,32.0,36.0,2.0
621,32.0,37.0,-1.0
622,32.0,38.0,-4.0
623,32.0,39.0,-2.0
624,32.0,40.0,-2.0
625,32.0,41.0,-1.0
626,32.0,42.0,-3.0
627,32.0,43.0,-1.0
628,32.0,44.0,2.0
629,32.0,45.0,4.0
630,32.0,46.0,3.0
631,32.0,47.0,4.0
632,32.0,48.0,3.0
633,32.0,49.0,4.0
634,32.0,50.0,4.0
635,32.0,51.0,4.0
636,32.0,52.0,4.0
637,32.0,53.0,4.0
638,32.0,54.0,4.0
639,32.0,55.0,4.0
640,32.0,56.0,4.0
641,32.0,57.0,4.0
642,32.0,58.0,4.0
643,32.0,59.0,4.0
644,32.0,60.0,4.0
645,32.0,61.0,4.0
646,32.0,62.0,4.0
647,32.0,63.0,4.0
648,32.0,64.0,4.0
649,32.0,65.0,4.0
650,32.0,66.0,4.0
651,32.0,67.0,4.0
652,32.0,68.0,4.0
653,32.0,69.0,4.0
654,32.0,70.0,4.0
655,33.0,32.0,4.0
656,33.0,33.0,4.0
657,33.0,34.0,4.0
658,33.0,35.0,4.0
659,33.0,36.0,4.0
660,33.0,37.0,4.0
661,33.0,38.0,-2.0
662,33.0,39.0,-3.0
663,33.0,40.0,1.0
664,33.0,41.0,4.0
665,33.0,42.0,3.0
666,33.0,43.0,2.0
667,33.0,44.0,1.0
668,33.0,45.0,4.0
669,33.0,46.0,4.0
670,33.0,47.0,4.0
671,33.0,48.0,4.0
672,33.0,49.0,4.0
673,33.0,50.0,4.0
674,33.0,51.0,4.0
675,33.0,52.0,4.0
676,33.0,53.0,4.0
677,33.0,54.0,4.0
678,33.0,55.0,4.0
679,33.0,56.0,4.0
680,33.0,57.0,4.0
681,33.0,58.0,4.0
682,33.0,59.0,4.0
683,33.0,60.0,4.0
684,33.0,61.0,4.0
685,33.0,62.0,4.0
686,33.0,63.0,4.0
687,33.0,64.0,4.0
688,33.0,65.0,4.0
689,33.0,66.0,4.0
690,33.0,67.0,4.0
691,33.0,68.0,4.0
692,33.0,69.0,4.0
693,33.0,70.0,4.0
694,33.0,71.0,4.0
695,33.0,72.0,4.0
696,34.0,28.0,4.0
697,34.0,29.0,4.0
698,34.0,30.0,4.0
699,34.0,31.0,4.0
700,34.0,32.0,4.0
701,34.0,33.0,4.0
702,34.0,34.0,4.0
703,34.0,35.0,4.0
704,34.0,36.0,4.0
705,34.0,37.0,4.0
706,34.0,38.0,-3.0
707,34.0,39.0,-4.0
708,34.0,40.0,-4.0
709,34.0,41.0,1.0
710,34.0,42.0,4.0
711,34.0,43.0,3.0
712,34.0,44.0,-2.0
713,34.0,45.0,-1.0
714,34.0,46.0,-2.0
715,34.0,47.0,3.0
716,34.0,48.0,4.0
717,34.0,49.0,4.0
718,34.0,50.0,3.0
719,34.0,51.0,1.0
720,34.0,52.0,3.0
721,34.0,53.0,4.0
722,34.0,54.0,4.0
723,34.0,55.0,3.0
724,34.0,56.0,2.0
725,34.0,57.0,3.0
726,34.0,58.0,4.0
727,34.0,59.0,4.0
728,34.0,60.0,4.0
729,34.0,61.0,4.0
730,34.0,62.0,4.0
731,34.0,63.0,4.0
732,34.0,64.0,4.0
733,34.0,65.0,4.0
734,34.0,66.0,4.0
735,34.0,67.0,4.0
736,34.0,68.0,4.0
737,34.0,69.0,4.0
738,34.0,70.0,4.0
739,34.0,71.0,4.0
740,34.0,72.0,4.0
741,34.0,73.0,4.0
742,34.0,74.0,4.0
743,35.0,35.0,4.0
744,35.0,36.0,4.0
745,35.0,37.0,4.0
746,35.0,38.0,4.0
747,35.0,39.0,-1.0
748,35.0,40.0,-3.0
749,35.0,41.0,-1.0
750,35.0,42.0,2.0
751,35.0,43.0,4.0
752,35.0,44.0,4.0
753,35.0,45.0,4.0
754,35.0,46.0,-1.0
755,35.0,47.0,3.0
756,35.0,48.0,2.0
757,35.0,49.0,4.0
758,35.0,50.0,4.0
759,35.0,51.0,2.0
760,35.0,52.0,2.0
761,35.0,53.0,4.0
762,35.0,54.0,4.0
763,35.0,55.0,4.0
764,35.0,56.0,4.0
765,35.0,57.0,3.0
766,35.0,58.0,1.0
767,35.0,59.0,4.0
768,35.0,60.0,4.0
769,35.0,61.0,4.0
770,35.0,62.0,4.0
771,35.0,63.0,4.0
772,35.0,64.0,4.0
773,35.0,65.0,4.0
774,35.0,66.0,4.0
775,35.0,67.0,4.0
776,35.0,68.0,4.0
777,35.0,69.0,4.0
778,35.0,70.0,4.0
779,35.0,71.0,4.0
780,35.0,72.0,4.0
781,35.0,73.0,4.0
782,35.0,74.0,4.0
783,35.0,75.0,4.0
784,35.0,76.0,4.0
785,36.0,30.0,4.0
786,36.0,31.0,4.0
787,36.0,32.0,4.0
788,36.0,33.0,4.0
789,36.0,34.0,4.0
790,36.0,35.0,4.0
791,36.0,36.0,4.0
792,36.0,37.0,4.0
793,36.0,38.0,4.0
794,36.0,39.0,2.0
795,36.0,40.0,-4.0
796,36.0,41.0,-4.0
797,36.0,42.0,-4.0
798,36.0,43.0,1.0
799,36.0,44.0,4.0
800,36.0,45.0,4.0
801,36.0,46.0,2.0
802,36.0,47.0,3.0
803,36.0,48.0,-2.0
804,36.0,49.0,-1.0
805,36.0,50.0,-1.0
806,36.0,51.0,3.0
807,36.0,52.0,1.0
808,36.0,53.0,1.0
809,36.0,54.0,1.0
810,36.0,55.0,4.0
811,36.0,56.0,3.0
812,36.0,57.0,1.0
813,36.0,58.0,-2.0
814,36.0,59.0,-2.0
815,36.0,60.0,-1.0
816,36.0,61.0,4.0
817,36.0,62.0,4.0
818,36.0,63.0,4.0
819,36.0,64.0,4.0
820,36.0,65.0,4.0
821,36.0,66.0,4.0
822,36.0,67.0,4.0
823,36.0,68.0,4.0
824,36.0,69.0,4.0
825,36.0,70.0,4.0
826,36.0,71.0,4.0
827,36.0,72.0,4.0
828,36.0,73.0,4.0
829,36.0,74.0,4.0
830,36.0,75.0,4.0
831,36.0,76.0,4.0
832,36.0,77.0,4.0
833,36.0,78.0,4.0
834,37.0,37.0,4.0
835,37.0,38.0,4.0
836,37.0,39.0,4.0
837,37.0,40.0,4.0
838,37.0,41.0,3.0
839,37.0,42.0,-2.0
840,37.0,43.0,1.0
841,37.0,44.0,2.0
842,37.0,45.0,4.0
843,37.0,46.0,4.0
844,37.0,47.0,4.0
845,37.0,48.0,2.0
846,37.0,49.0,1.0
847,37.0,50.0,-1.0
848,37.0,51.0,2.0
849,37.0,52.0,4.0
850,37.0,53.0,4.0
851,37.0,54.0,3.0
852,37.0,55.0,4.0
853,37.0,56.0,4.0
854,37.0,57.0,4.0
855,37.0,58.0,3.0
856,37.0,59.0,4.0
857,37.0,60.0,1.0
858,37.0,61.0,-1.0
859,37.0,62.0,4.0
860,37.0,63.0,4.0
861,37.0,64.0,4.0
862,37.0,65.0,4.0
863,37.0,66.0,4.0
864,37.0,67.0,4.0
865,37.0,68.0,4.0
866,37.0,69.0,4.0
867,37.0,70.0,4.0
868,37.0,71.0,4.0
869,37.0,72.0,4.0
870,37.0,73.0,4.0
871,37.0,74.0,4.0
872,37.0,75.0,4.0
873,37.0,76.0,4.0
874,37.0,77.0,4.0
875,37.0,78.0,4.0
876,37.0,79.0,4.0
877,37.0,80.0,4.0
878,37.0,81.0,4.0
879,37.0,82.0,4.0
880,38.0,33.0,4.0
881,38.0,34.0,4.0
882,38.0,35.0,4.0
883,38.0,36.0,4.0
884,38.0,37.0,4.0
885,38.0,38.0,4.0
886,38.0,39.0,4.0
887,38.0,40.0,4.0
888,38.0,41.0,4.0
889,38.0,42.0,-2.0
890,38.0,43.0,-2.0
891,38.0,44.0,-2.0
892,38.0,45.0,2.0
893,38.0,46.0,3.0
894,38.0,47.0,4.0
895,38.0,48.0,4.0
896,38.0,49.0,2.0
897,38.0,50.0,-4.0
898,38.0,51.0,-3.0
899,38.0,52.0,2.0
900,38.0,53.0,4.0
901,38.0,54.0,4.0
902,38.0,55.0,3.0
903,38.0,56.0,2.0
904,38.0,57.0,4.0
905,38.0,58.0,4.0
906,38.0,59.0,4.0
907,38.0,60.0,2.0
908,38.0,61.0,1.0
909,38.0,62.0,-1.0
910,38.0,63.0,-1.0
911,38.0,64.0,4.0
912,38.0,65.0,4.0
913,38.0,66.0,4.0
914,38.0,67.0,4.0
915,38.0,68.0,4.0
916,38.0,69.0,4.0
917,38.0,70.0,4.0
918,38.0,71.0,4.0
919,38.0,72.0,4.0
920,38.0,73.0,4.0
921,38.0,74.0,4.0
922,38.0,75.0,4.0
923,38.0,76.0,4.0
924,38.0,77.0,4.0
925,38.0,78.0,4.0
926,38.0,79.0,4.0
927,38.0,80.0,4.0
928,38.0,81.0,4.0
929,38.0,82.0,4.0
930,39.0,39.0,4.0
931,39.0,40.0,4.0
932,39.0,41.0,4.0
933,39.0,42.0,4.0
934,39.0,43.0,4.0
935,39.0,44.0,1.0
936,39.0,45.0,1.0
937,39.0,46.0,2.0
938,39.0,47.0,4.0
939,39.0,48.0,4.0
940,39.0,49.0,4.0
941,39.0,50.0,2.0
942,39.0,51.0,2.0
943,39.0,52.0,4.0
944,39.0,53.0,4.0
945,39.0,54.0,4.0
946,39.0,55.0,4.0
947,39.0,56.0,4.0
948,39.0,57.0,4.0
949,39.0,58.0,4.0
950,39.0,59.0,4.0
951,39.0,60.0,4.0
952,39.0,61.0,4.0
953,39.0,62.0,3.0
954,39.0,63.0,1.0
955,39.0,64.0,1.0
956,39.0,65.0,2.0
957,39.0,66.0,4.0
958,39.0,67.0,4.0
959,39.0,68.0,4.0
960,39.0,69.0,4.0
961,39.0,70.0,4.0
962,39.0,71.0,4.0
963,39.0,72.0,4.0
964,39.0,73.0,4.0
965,39.0,74.0,4.0
966,39.0,75.0,4.0
967,39.0,76.0,4.0
968,39.0,77.0,4.0
969,39.0,78.0,4.0
970,39.0,79.0,4.0
971,39.0,80.0,4.0
972,39.0,81.0,4.0
973,39.0,82.0,4.0
974,39.0,83.0,4.0
975,39.0,84.0,4.0
976,40.0,35.0,4.0
977,40.0,36.0,4.0
978,40.0,37.0,4.0
979,40.0,38.0,4.0
980,40.0,39.0,4.0
981,40.0,40.0,4.0
